All calculations,GG_01,GG_02,PQ_Meas_GG01_11kV,PQ_Meas_GG02_11kV,PQ_Meas_RL01_11kV,PQ_Meas_RL02_11kV,PQ_Meas_WF_11kV,PQ_Meas_ESS_TR_11kV,PQ_Meas_LV_Load_11kV,PQ_Meas_WT1_33kV,PQ_Meas_WT2_33kV,PQ_Meas_WT3_33kV,GG_01
-0.068878,0.999880,0.999913,17.426823,17.075507,44.556247,0.000000,11.607322,-0.731864,0.821542,3.962281,3.897873,3.928124,1.008088
-0.068138,0.999877,0.999911,17.421054,17.092655,44.563384,0.000000,11.605612,-0.734260,0.821677,3.957101,3.889539,3.932346,1.008183
-0.067465,0.999874,0.999910,17.410837,17.106840,44.569951,0.000000,11.596341,-0.722252,0.821815,3.959795,3.892834,3.923858,1.008117
-0.066806,0.999871,0.999908,17.389191,17.105176,44.570563,0.000000,11.588558,-0.690491,0.821869,3.949617,3.885803,3.922584,1.007861
-0.066114,0.999869,0.999906,17.361806,17.125557,44.569941,0.000000,11.586942,-0.682529,0.821835,3.955819,3.894323,3.930603,1.008094
-0.065377,0.999866,0.999904,17.322071,17.132229,44.566696,0.000000,11.616013,-0.681868,0.821749,3.958221,3.899436,3.935779,1.008008
-0.064725,0.999863,0.999902,17.303422,17.162494,44.574074,0.000000,11.613554,-0.683524,0.821872,3.953301,3.895324,3.944394,1.008225
-0.064040,0.999861,0.999900,17.283395,17.182264,44.574690,0.000000,11.596622,-0.665700,0.821892,3.951320,3.898375,3.937258,1.008117
-0.063335,0.999859,0.999898,17.263247,17.185699,44.584314,0.000000,11.596501,-0.639024,0.822109,3.942953,3.892260,3.930114,1.008086
-0.062660,0.999856,0.999895,17.236680,17.199697,44.585963,0.000000,11.608020,-0.636320,0.822114,3.953513,3.909262,3.945278,1.008301
-0.061938,0.999854,0.999893,17.211301,17.206468,44.590938,0.000000,11.631981,-0.636629,0.822183,3.953544,3.908115,3.937443,1.008425
-0.061261,0.999852,0.999891,17.205503,17.220279,44.599157,0.000000,11.631499,-0.635787,0.822337,3.952698,3.910404,3.948783,1.008503
-0.060566,0.999850,0.999889,17.213964,17.224942,44.611251,0.000000,11.609871,-0.614910,0.822617,3.947280,3.906681,3.940999,1.008471
-0.059887,0.999848,0.999887,17.194017,17.214041,44.594603,0.000000,11.601848,-0.593017,0.822287,3.941442,3.904177,3.932095,1.008249
-0.059217,0.999846,0.999885,17.193013,17.202763,44.612679,0.000000,11.630466,-0.590938,0.822625,3.955420,3.922034,3.949808,1.008534
-0.058520,0.999843,0.999882,17.185678,17.193636,44.600648,0.000000,11.639887,-0.596187,0.822366,3.951735,3.917562,3.939989,1.008471
-0.057788,0.999841,0.999880,17.198256,17.189687,44.608506,0.000000,11.640097,-0.597034,0.822500,3.956726,3.922639,3.945306,1.008583
-0.057141,0.999839,0.999878,17.215585,17.172555,44.617564,0.000000,11.625744,-0.573619,0.822701,3.951901,3.918243,3.941277,1.008558
-0.056468,0.999837,0.999876,17.229993,17.145819,44.608404,0.000000,11.610654,-0.555498,0.822563,3.943733,3.914652,3.930792,1.008298
-0.055761,0.999835,0.999874,17.236747,17.129496,44.627812,0.000000,11.636825,-0.552388,0.822869,3.955013,3.927380,3.944940,1.008904
-0.055064,0.999832,0.999872,17.249452,17.107019,44.618534,0.000000,11.645500,-0.560746,0.822691,3.953206,3.924266,3.939358,1.008702
-0.054361,0.999830,0.999871,17.280015,17.099213,44.646353,0.000000,11.650940,-0.560597,0.823218,3.962349,3.932590,3.942078,1.009112
-0.053732,0.999828,0.999869,17.290609,17.066179,44.638464,0.000000,11.638227,-0.533441,0.823111,3.953224,3.924059,3.935471,1.008669
-0.053059,0.999825,0.999867,17.303163,17.049221,44.622728,0.000000,11.612761,-0.519590,0.822827,3.947578,3.922741,3.929982,1.008512
-0.052324,0.999823,0.999866,17.305363,17.030496,44.644424,0.000000,11.648539,-0.516780,0.823194,3.957246,3.931408,3.944708,1.008975
-0.051664,0.999820,0.999864,17.309706,17.024794,44.630792,0.000000,11.647174,-0.527960,0.822922,3.951855,3.924852,3.936836,1.008834
-0.050979,0.999818,0.999863,17.318231,17.027204,44.645195,0.000000,11.649849,-0.526915,0.823173,3.964766,3.936134,3.943732,1.009066
-0.050316,0.999815,0.999861,17.319431,17.006341,44.651114,0.000000,11.645799,-0.497115,0.823342,3.955915,3.927919,3.937985,1.008780
-0.049603,0.999813,0.999860,17.311302,17.010834,44.631834,0.000000,11.620104,-0.487433,0.822973,3.949316,3.925767,3.932951,1.008699
-0.048885,0.999810,0.999858,17.299631,17.015216,44.658586,0.000000,11.652280,-0.485103,0.823438,3.957155,3.931759,3.945372,1.009249
-0.048246,0.999808,0.999856,17.290168,17.028665,44.649422,0.000000,11.650282,-0.496426,0.823267,3.953224,3.926570,3.945379,1.009059
-0.047551,0.999805,0.999855,17.291222,17.048945,44.672199,0.000000,11.644189,-0.488449,0.823709,3.953879,3.925894,3.938382,1.009328
-0.046876,0.999803,0.999853,17.268227,17.047798,44.665360,0.000000,11.633272,-0.460322,0.823616,3.950796,3.923582,3.941478,1.008954
-0.046197,0.999801,0.999851,17.247601,17.066073,44.657891,0.000000,11.623385,-0.455694,0.823474,3.950583,3.925262,3.940263,1.008971
-0.045478,0.999798,0.999850,17.208458,17.077859,44.661126,0.000000,11.653471,-0.455177,0.823485,3.953939,3.927143,3.947999,1.009155
-0.044836,0.999796,0.999848,17.194673,17.106773,44.660938,0.000000,11.646935,-0.463965,0.823478,3.951567,3.924102,3.950831,1.009190
-0.044120,0.999794,0.999846,17.183190,17.129633,44.665768,0.000000,11.628405,-0.451878,0.823582,3.944229,3.915433,3.941568,1.009146
-0.043386,0.999792,0.999844,17.159850,17.136391,44.665931,0.000000,11.622054,-0.428761,0.823602,3.944683,3.917499,3.944400,1.009022
-0.042714,0.999790,0.999842,17.143589,17.151558,44.670108,0.000000,11.626359,-0.427718,0.823680,3.949388,3.923621,3.948104,1.009193
-0.041963,0.999788,0.999840,17.116149,17.160400,44.673188,0.000000,11.650106,-0.429771,0.823696,3.951222,3.923096,3.943624,1.009361
-0.041277,0.999786,0.999838,17.116767,17.177693,44.686193,0.000000,11.647976,-0.432297,0.823946,3.950163,3.922473,3.956526,1.009527
-0.040625,0.999784,0.999836,17.126961,17.182476,44.691626,0.000000,11.623790,-0.417494,0.824107,3.944321,3.917928,3.945645,1.009342
-0.039887,0.999782,0.999834,17.107821,17.172754,44.672663,0.000000,11.614459,-0.398638,0.823733,3.939486,3.914866,3.938612,1.009089
-0.039184,0.999780,0.999831,17.105260,17.161955,44.688711,0.000000,11.644882,-0.399359,0.824026,3.952097,3.929659,3.953973,1.009370
-0.038464,0.999779,0.999829,17.101343,17.155635,44.678147,0.000000,11.652281,-0.407314,0.823798,3.949860,3.928361,3.947301,1.009343
-0.037765,0.999777,0.999827,17.112167,17.151815,44.687037,0.000000,11.654690,-0.407686,0.823950,3.952970,3.931521,3.949193,1.009480
-0.037117,0.999775,0.999826,17.133410,17.133313,44.694557,0.000000,11.639554,-0.387579,0.824141,3.948045,3.928251,3.948231,1.009354
-0.036405,0.999773,0.999824,17.139257,17.111704,44.683022,0.000000,11.630162,-0.374181,0.823919,3.946013,3.932149,3.943745,1.009275
-0.035686,0.999771,0.999822,17.147808,17.090087,44.697622,0.000000,11.658707,-0.374814,0.824166,3.952078,3.939748,3.951670,1.009604
-0.035047,0.999769,0.999820,17.159781,17.073088,44.691383,0.000000,11.667278,-0.384726,0.824038,3.952248,3.940658,3.953002,1.009528
-0.034340,0.999767,0.999818,17.186281,17.063219,44.716019,0.000000,11.675202,-0.384176,0.824507,3.958988,3.947690,3.947395,1.009850
-0.033668,0.999765,0.999817,17.199583,17.030767,44.706845,0.000000,11.660501,-0.359615,0.824390,3.949453,3.942302,3.945873,1.009380
-0.032914,0.999762,0.999815,17.207907,17.018592,44.698789,0.000000,11.646785,-0.350276,0.824220,3.950824,3.945760,3.945676,1.009510
-0.032176,0.999760,0.999814,17.205184,16.994349,44.704142,0.000000,11.681856,-0.352950,0.824297,3.955245,3.951844,3.950379,1.009564
-0.031520,0.999758,0.999812,17.212605,16.997017,44.695020,0.000000,11.674434,-0.364932,0.824104,3.952177,3.946487,3.958061,1.009566
-0.030850,0.999756,0.999811,17.219572,16.993808,44.717689,0.000000,11.687240,-0.358408,0.824523,3.969475,3.964029,3.954985,1.009822
-0.030115,0.999753,0.999809,17.216127,16.974678,44.703961,0.000000,11.668088,-0.330607,0.824326,3.945592,3.941884,3.938327,1.009304
-0.029415,0.999751,0.999808,17.211885,16.987388,44.706630,0.000000,11.660861,-0.329157,0.824347,3.954612,3.955057,3.954571,1.009690
-0.028733,0.999749,0.999806,17.195930,16.987188,44.717939,0.000000,11.689530,-0.330174,0.824535,3.956230,3.952518,3.950510,1.009870
-0.028062,0.999747,0.999805,17.189368,17.005353,44.705277,0.000000,11.678929,-0.344075,0.824299,3.952361,3.947675,3.958348,1.009634
-0.027360,0.999745,0.999803,17.195194,17.022980,44.745181,0.000000,11.679799,-0.327711,0.825080,3.962010,3.956107,3.958463,1.010107
-0.026665,0.999743,0.999802,17.159257,17.020660,44.705161,0.000000,11.655594,-0.306005,0.824344,3.943879,3.938426,3.941709,1.009327
-0.025926,0.999741,0.999800,17.141855,17.042845,44.722848,0.000000,11.668694,-0.305890,0.824656,3.953707,3.948669,3.956619,1.009812
-0.025253,0.999739,0.999798,17.110659,17.054248,44.714107,0.000000,11.684076,-0.310404,0.824471,3.954687,3.948756,3.958901,1.009680
-0.024543,0.999737,0.999796,17.098390,17.085291,44.714531,0.000000,11.671213,-0.315900,0.824463,3.945910,3.936464,3.951529,1.009776
-0.023867,0.999735,0.999795,17.092517,17.103246,44.730844,0.000000,11.657739,-0.297856,0.824803,3.950023,3.940588,3.959106,1.009841
-0.023142,0.999733,0.999793,17.069386,17.109336,44.720017,0.000000,11.648491,-0.282579,0.824615,3.946060,3.936695,3.952413,1.009622
-0.022461,0.999731,0.999791,17.044356,17.123462,44.726745,0.000000,11.667155,-0.283533,0.824695,3.951334,3.944341,3.957283,1.009966
-0.021721,0.999730,0.999789,17.033753,17.134396,44.728748,0.000000,11.678972,-0.293641,0.824732,3.952462,3.941914,3.962753,1.009968
-0.021063,0.999728,0.999787,17.035443,17.146579,44.735379,0.000000,11.668478,-0.290249,0.824872,3.947698,3.938703,3.957673,1.009962
-0.020341,0.999727,0.999785,17.040395,17.147326,44.739760,0.000000,11.647050,-0.270017,0.824994,3.938507,3.929338,3.946722,1.009859
-0.019641,0.999725,0.999783,17.030000,17.138381,44.732609,0.000000,11.652120,-0.263040,0.824852,3.949894,3.944689,3.961893,1.009805
-0.018916,0.999723,0.999781,17.017291,17.124542,44.734412,0.000000,11.681132,-0.263701,0.824852,3.952278,3.946476,3.958533,1.009924
-0.018168,0.999722,0.999779,17.021882,17.123994,44.725300,0.000000,11.680099,-0.276015,0.824659,3.954041,3.950325,3.960278,1.009894
-0.017520,0.999720,0.999777,17.040687,17.113704,44.744549,0.000000,11.682785,-0.267586,0.825041,3.952329,3.949257,3.965855,1.010029
-0.016799,0.999718,0.999775,17.049443,17.092264,44.731497,0.000000,11.658991,-0.244384,0.824818,3.947441,3.948680,3.954585,1.009764
-0.016088,0.999717,0.999773,17.062048,17.073028,44.735783,0.000000,11.671417,-0.245812,0.824898,3.948112,3.954079,3.957054,1.009900
-0.015372,0.999715,0.999772,17.064569,17.053702,44.746228,0.000000,11.700447,-0.247442,0.825048,3.955650,3.961208,3.965962,1.010236
-0.014677,0.999713,0.999770,17.085532,17.043618,44.743835,0.000000,11.697747,-0.258051,0.825010,3.957661,3.963347,3.960941,1.010153
-0.013960,0.999711,0.999768,17.107494,17.020184,44.766112,0.000000,11.708381,-0.244480,0.825468,3.953197,3.963175,3.955548,1.010214
-0.013274,0.999709,0.999767,17.111725,16.997445,44.732861,0.000000,11.674147,-0.225592,0.824864,3.949633,3.960877,3.955175,1.009681
-0.012537,0.999707,0.999765,17.119943,16.983713,44.751867,0.000000,11.698938,-0.225531,0.825196,3.957662,3.972323,3.962715,1.010132
-0.011837,0.999705,0.999764,17.112007,16.969410,44.733572,0.000000,11.713780,-0.236806,0.824821,3.955163,3.968809,3.963002,1.009915
-0.011175,0.999703,0.999763,17.129794,16.980070,44.752840,0.000000,11.709545,-0.241398,0.825170,3.965672,3.977784,3.973621,1.010312
-0.010468,0.999701,0.999761,17.122914,16.959278,44.749637,0.000000,11.716532,-0.223946,0.825140,3.959199,3.972175,3.956279,1.009915
-0.009731,0.999699,0.999760,17.123510,16.959166,44.736561,0.000000,11.687029,-0.208218,0.824926,3.947604,3.963379,3.951961,1.009772
-0.009034,0.999698,0.999758,17.114323,16.967417,44.758630,0.000000,11.711356,-0.209169,0.825297,3.962135,3.979102,3.969825,1.010352
-0.008343,0.999696,0.999757,17.098894,16.975356,44.747659,0.000000,11.720012,-0.221528,0.825074,3.955462,3.967824,3.958228,1.010181
-0.007680,0.999694,0.999755,17.105869,16.998909,44.766181,0.000000,11.709472,-0.222628,0.825441,3.960723,3.971841,3.974927,1.010407
-0.007010,0.999692,0.999754,17.092542,16.997395,44.768022,0.000000,11.701712,-0.198101,0.825526,3.954518,3.965009,3.958344,1.010083
-0.006270,0.999690,0.999752,17.062971,17.012062,44.741821,0.000000,11.684799,-0.192997,0.825014,3.950824,3.963218,3.959022,1.009865
-0.005532,0.999689,0.999751,17.037377,17.024052,44.760740,0.000000,11.715746,-0.191097,0.825339,3.958586,3.968473,3.972230,1.010258
-0.004864,0.999687,0.999749,17.021702,17.049028,44.748955,0.000000,11.709346,-0.206012,0.825109,3.954398,3.962679,3.964041,1.010134
-0.004157,0.999685,0.999747,17.012631,17.072987,44.753591,0.000000,11.692184,-0.199011,0.825200,3.948636,3.954210,3.965336,1.010141
-0.003401,0.999684,0.999745,16.996253,17.079065,44.758153,0.000000,11.683593,-0.175442,0.825316,3.950290,3.956804,3.966709,1.010042
-0.002688,0.999682,0.999744,16.977804,17.093272,44.755989,0.000000,11.686806,-0.176631,0.825262,3.952985,3.960431,3.968282,1.010168
-0.001963,0.999681,0.999742,16.955457,17.100679,44.760460,0.000000,11.710561,-0.180926,0.825311,3.955399,3.960528,3.965296,1.010343
-0.001319,0.999680,0.999740,16.957570,17.116187,44.768708,0.000000,11.707084,-0.186658,0.825475,3.954135,3.959660,3.977626,1.010418
-0.000641,0.999678,0.999738,16.969571,17.121728,44.775405,0.000000,11.683777,-0.174014,0.825657,3.947578,3.954248,3.965811,1.010281
0.000112,0.999677,0.999736,16.950536,17.111828,44.753719,0.000000,11.674330,-0.157744,0.825231,3.944192,3.952189,3.960410,1.009991
0.000816,0.999675,0.999734,16.949680,17.102512,44.764087,0.000000,11.705168,-0.167848,0.825423,3.955939,3.966351,3.974929,1.010177
0.001536,0.999674,0.999732,16.951444,17.102723,44.748655,0.000000,11.711456,-0.191858,0.825110,3.953873,3.965151,3.969903,1.010092
0.002253,0.999673,0.999730,16.970125,17.105795,44.757577,0.000000,11.714209,-0.207282,0.825269,3.955757,3.967145,3.969903,1.010226
0.002959,0.999671,0.999729,16.989349,17.094328,44.750963,0.000000,11.698199,-0.205738,0.825176,3.950557,3.966046,3.969274,1.009973
0.003706,0.999669,0.999727,17.015175,17.082813,44.748511,0.000000,11.694213,-0.218530,0.825160,3.952553,3.971144,3.969089,1.009926
0.004418,0.999668,0.999725,17.021285,17.073967,44.751762,0.000000,11.725725,-0.244054,0.825161,3.958044,3.979341,3.971163,1.010243
0.005119,0.999666,0.999723,17.049175,17.071796,44.748138,0.000000,11.729876,-0.277610,0.825099,3.956898,3.976717,3.978995,1.010170
0.005760,0.999664,0.999722,17.083876,17.067072,44.777775,0.000000,11.740149,-0.287643,0.825679,3.968110,3.992546,3.977572,1.010470
0.006502,0.999663,0.999720,17.088205,17.043160,44.744774,0.000000,11.715543,-0.277052,0.825083,3.946460,3.971679,3.956671,1.009786
0.007210,0.999661,0.999718,17.111404,17.039057,44.756853,0.000000,11.719043,-0.287337,0.825315,3.958666,3.988210,3.975347,1.010107
0.007944,0.999659,0.999716,17.106121,17.024288,44.749743,0.000000,11.747315,-0.302840,0.825142,3.961046,3.989988,3.976950,1.010065
0.008661,0.999657,0.999715,17.120618,17.035949,44.749033,0.000000,11.738991,-0.321417,0.825108,3.960281,3.986597,3.971023,1.010192
0.009333,0.999655,0.999713,17.125327,17.026272,44.777672,0.000000,11.758575,-0.306846,0.825656,3.972274,3.999639,3.981217,1.010416
0.010058,0.999653,0.999712,17.118341,17.013258,44.751218,0.000000,11.725503,-0.280679,0.825205,3.954871,3.983169,3.965034,1.009856
0.010759,0.999651,0.999710,17.111140,17.022550,44.758167,0.000000,11.732884,-0.283106,0.825302,3.961071,3.992863,3.975537,1.010239
0.011466,0.999649,0.999709,17.096949,17.027472,44.768745,0.000000,11.757450,-0.287654,0.825472,3.962480,3.989505,3.981587,1.010478
0.012138,0.999647,0.999707,17.097891,17.047245,44.768286,0.000000,11.741712,-0.293085,0.825478,3.963057,3.988319,3.979325,1.010399
0.012840,0.999646,0.999705,17.087798,17.047999,44.789193,0.000000,11.745635,-0.266337,0.825901,3.958075,3.982296,3.968496,1.010459
0.013558,0.999644,0.999704,17.061469,17.053367,44.759306,0.000000,11.718211,-0.248385,0.825357,3.956261,3.980836,3.974175,1.009997
0.014314,0.999642,0.999702,17.035757,17.067181,44.772887,0.000000,11.743167,-0.247643,0.825574,3.963337,3.987503,3.980679,1.010393
0.015014,0.999640,0.999700,17.011839,17.083338,44.751479,0.000000,11.746157,-0.264699,0.825156,3.960857,3.982999,3.979134,1.010093
0.015663,0.999639,0.999698,17.010251,17.111491,44.769764,0.000000,11.729964,-0.256441,0.825501,3.956962,3.975517,3.988008,1.010392
0.016341,0.999637,0.999696,16.992359,17.116953,44.766189,0.000000,11.719258,-0.236927,0.825454,3.955941,3.973988,3.975285,1.010150
0.017107,0.999636,0.999694,16.977374,17.126640,44.758741,0.000000,11.715340,-0.235284,0.825329,3.951471,3.971314,3.974595,1.010076
0.017831,0.999634,0.999692,16.958692,17.140177,44.770000,0.000000,11.740652,-0.244026,0.825495,3.962121,3.980606,3.986309,1.010469
0.018531,0.999633,0.999690,16.958747,17.156088,44.767335,0.000000,11.740969,-0.263018,0.825451,3.959625,3.977585,3.978384,1.010389
0.019240,0.999632,0.999688,16.970435,17.164875,44.778578,0.000000,11.724670,-0.255699,0.825703,3.947406,3.966231,3.977143,1.010349
0.019913,0.999630,0.999686,16.965307,17.160995,44.768779,0.000000,11.705899,-0.237892,0.825530,3.953344,3.971801,3.979359,1.010151
0.020666,0.999629,0.999684,16.961073,17.154183,44.770194,0.000000,11.727348,-0.246865,0.825545,3.958483,3.980226,3.982053,1.010252
0.021412,0.999628,0.999682,16.952179,17.145079,44.751269,0.000000,11.744349,-0.265177,0.825161,3.959135,3.981003,3.982377,1.010035
0.022028,0.999626,0.999680,16.973023,17.154225,44.774200,0.000000,11.745445,-0.272918,0.825575,3.964010,3.986977,3.991689,1.010526
0.022740,0.999625,0.999678,16.983652,17.137876,44.765550,0.000000,11.733942,-0.264479,0.825440,3.955116,3.979412,3.976770,1.010145
0.023486,0.999623,0.999676,16.998517,17.118226,44.764250,0.000000,11.721530,-0.248577,0.825446,3.951235,3.979201,3.973557,1.010076
0.024181,0.999622,0.999674,17.003335,17.106412,44.773942,0.000000,11.746984,-0.257207,0.825581,3.963260,3.995334,3.988872,1.010500
0.024880,0.999620,0.999673,17.013383,17.090405,44.764967,0.000000,11.759859,-0.273272,0.825407,3.960173,3.989894,3.979764,1.010336
0.025624,0.999618,0.999671,17.039612,17.086218,44.784513,0.000000,11.764472,-0.280007,0.825782,3.969155,4.002124,3.988207,1.010584
0.026268,0.999617,0.999669,17.050160,17.060000,44.784220,0.000000,11.755434,-0.255558,0.825816,3.960370,3.994540,3.979235,1.010311
0.026998,0.999615,0.999668,17.059143,17.045072,44.766817,0.000000,11.734614,-0.246508,0.825504,3.957496,3.996012,3.976201,1.010111
0.027723,0.999613,0.999666,17.050561,17.028110,44.770582,0.000000,11.771110,-0.253675,0.825523,3.964451,4.002493,3.985716,1.010335
0.028434,0.999612,0.999664,17.060637,17.031831,44.765311,0.000000,11.767935,-0.269679,0.825414,3.962230,3.998458,3.989826,1.010359
0.029079,0.999610,0.999663,17.069311,17.031531,44.786666,0.000000,11.777808,-0.266174,0.825810,3.976602,4.010227,3.984234,1.010598
0.029820,0.999608,0.999661,17.057367,17.011164,44.767135,0.000000,11.763831,-0.239746,0.825481,3.959434,3.995343,3.975824,1.010033
0.030532,0.999606,0.999660,17.062293,17.021536,44.767102,0.000000,11.748629,-0.239868,0.825489,3.965094,4.004253,3.986437,1.010236
