0.000750, 0.233445, -0.958820, 0.725374, 0.249487, -0.710846, 0.461358, 0.001604, -0.034445, 0.032841, 0.038149, 0.007509, 1.000000, 0.038881
0.000800, 0.248690, -0.963163, 0.714473, 0.260611, -0.672453, 0.411842, 0.001883, -0.026498, 0.024615, 0.029051, 0.005515, 1.000000, 0.029570
0.000850, 0.263873, -0.967268, 0.703395, 0.271821, -0.655489, 0.383668, 0.002032, -0.017255, 0.015223, 0.018623, 0.002988, 1.000000, 0.018861
0.000900, 0.278991, -0.971134, 0.692143, 0.283262, -0.657209, 0.373947, 0.002059, -0.007394, 0.005335, 0.007632, 0.000073, 1.000000, 0.007633
0.000950, 0.294040, -0.974761, 0.680721, 0.295006, -0.673937, 0.378931, 0.001972, 0.002496, -0.004467, -0.003262, -0.003066, 1.000000, 0.004477
0.001000, 0.309017, -0.978148, 0.669131, 0.307059, -0.701558, 0.394499, 0.001782, 0.011942, -0.013724, -0.013543, -0.006274, 1.000000, 0.014925
0.001050, 0.323917, -0.981293, 0.657375, 0.319381, -0.735946, 0.416564, 0.001503, 0.020603, -0.022106, -0.022841, -0.009409, 1.000000, 0.024703
0.001100, 0.338738, -0.984196, 0.645458, 0.331903, -0.773295, 0.441392, 0.001145, 0.028263, -0.029408, -0.030940, -0.012356, 1.000000, 0.033317
0.001150, 0.353475, -0.986856, 0.633381, 0.344544, -0.810363, 0.465820, 0.000717, 0.034830, -0.035547, -0.037756, -0.015033, 1.000000, 0.040639
0.001200, 0.368125, -0.989272, 0.621148, 0.357220, -0.844606, 0.487386, 0.000225, 0.040309, -0.040534, -0.043314, -0.017391, 1.000000, 0.046675
0.001250, 0.382683, -0.991445, 0.608761, 0.369864, -0.874240, 0.504376, -0.000326, 0.044785, -0.044458, -0.047727, -0.019416, 1.000000, 0.051525
0.001300, 0.397148, -0.993373, 0.596225, 0.382421, -0.898218, 0.515797, -0.000936, 0.048397, -0.047461, -0.051164, -0.021121, 1.000000, 0.055352
0.001350, 0.411514, -0.995056, 0.583541, 0.394858, -0.916162, 0.521303, -0.001603, 0.051318, -0.049715, -0.053823, -0.022543, 1.000000, 0.058354
0.001400, 0.425779, -0.996493, 0.570714, 0.407162, -0.928245, 0.521083, -0.002328, 0.053730, -0.051401, -0.055912, -0.023737, 1.000000, 0.060742
0.001450, 0.439939, -0.997684, 0.557745, 0.419338, -0.935066, 0.515728, -0.003113, 0.055808, -0.052695, -0.057626, -0.024764, 1.000000, 0.062722
0.001500, 0.453990, -0.998630, 0.544639, 0.431401, -0.937504, 0.506103, -0.003957, 0.057709, -0.053752, -0.059135, -0.025690, 1.000000, 0.064474
0.001550, 0.467930, -0.999328, 0.531399, 0.443376, -0.936592, 0.493216, -0.004860, 0.059562, -0.054702, -0.060577, -0.026574, 1.000000, 0.066149
0.001600, 0.481754, -0.999781, 0.518027, 0.455292, -0.933399, 0.478108, -0.005822, 0.061463, -0.055640, -0.062052, -0.027469, 1.000000, 0.067860
0.001650, 0.495459, -0.999986, 0.504528, 0.467175, -0.928935, 0.461760, -0.006841, 0.063474, -0.056632, -0.063623, -0.028414, 1.000000, 0.069680
0.001700, 0.509041, -0.999945, 0.490904, 0.479049, -0.924083, 0.445034, -0.007914, 0.065625, -0.057711, -0.065321, -0.029436, 1.000000, 0.071647
0.001750, 0.522499, -0.999657, 0.477159, 0.490930, -0.919553, 0.428624, -0.009038, 0.067921, -0.058884, -0.067145, -0.030547, 1.000000, 0.073767
0.001800, 0.535827, -0.999123, 0.463296, 0.502825, -0.915864, 0.413039, -0.010207, 0.070343, -0.060136, -0.069074, -0.031747, 1.000000, 0.076020
0.001850, 0.549023, -0.998342, 0.449319, 0.514736, -0.913339, 0.398603, -0.011417, 0.072855, -0.061438, -0.071072, -0.033026, 1.000000, 0.078371
0.001900, 0.562083, -0.997314, 0.435231, 0.526655, -0.912123, 0.385468, -0.012664, 0.075414, -0.062750, -0.073094, -0.034363, 1.000000, 0.080768
0.001950, 0.575005, -0.996041, 0.421036, 0.538570, -0.912208, 0.373638, -0.013943, 0.077971, -0.064028, -0.075091, -0.035733, 1.000000, 0.083160
0.002000, 0.587785, -0.994522, 0.406737, 0.550463, -0.913463, 0.363000, -0.015250, 0.080476, -0.065227, -0.077019, -0.037108, 1.000000, 0.085493
0.002050, 0.600420, -0.992757, 0.392337, 0.562316, -0.915677, 0.353362, -0.016581, 0.082888, -0.066307, -0.078838, -0.038459, 1.000000, 0.087719
0.002100, 0.612907, -0.990748, 0.377841, 0.574109, -0.918586, 0.344478, -0.017932, 0.085167, -0.067235, -0.080516, -0.039760, 1.000000, 0.089798
0.002150, 0.625243, -0.988494, 0.363251, 0.585823, -0.921909, 0.336086, -0.019301, 0.087286, -0.067985, -0.082030, -0.040987, 1.000000, 0.091700
0.002200, 0.637424, -0.985996, 0.348572, 0.597444, -0.925372, 0.327929, -0.020686, 0.089224, -0.068538, -0.083367, -0.042120, 1.000000, 0.093404
0.002250, 0.649448, -0.983255, 0.333807, 0.608957, -0.928730, 0.319773, -0.022085, 0.090970, -0.068886, -0.084523, -0.043146, 1.000000, 0.094899
0.002300, 0.661312, -0.980271, 0.318959, 0.620355, -0.931779, 0.311424, -0.023495, 0.092521, -0.069026, -0.085500, -0.044056, 1.000000, 0.096183
0.002350, 0.673013, -0.977046, 0.304033, 0.631631, -0.934362, 0.302732, -0.024916, 0.093879, -0.068962, -0.086306, -0.044845, 1.000000, 0.097262
0.002400, 0.684547, -0.973579, 0.289032, 0.642783, -0.936377, 0.293594, -0.026346, 0.095051, -0.068704, -0.086955, -0.045514, 1.000000, 0.098146
0.002450, 0.695913, -0.969872, 0.273959, 0.653811, -0.937765, 0.283954, -0.027785, 0.096048, -0.068263, -0.087461, -0.046065, 1.000000, 0.098850
0.002500, 0.707107, -0.965926, 0.258819, 0.664718, -0.938513, 0.273796, -0.029229, 0.096882, -0.067653, -0.087839, -0.046503, 1.000000, 0.099390
0.002550, 0.718126, -0.961741, 0.243615, 0.675505, -0.938640, 0.263134, -0.030679, 0.097567, -0.066889, -0.088107, -0.046835, 1.000000, 0.099782
0.002600, 0.728969, -0.957319, 0.228351, 0.686178, -0.938190, 0.252012, -0.032131, 0.098115, -0.065984, -0.088279, -0.047069, 1.000000, 0.100043
0.002650, 0.739631, -0.952661, 0.213030, 0.696739, -0.937223, 0.240484, -0.033585, 0.098536, -0.064951, -0.088366, -0.047210, 1.000000, 0.100187
0.002700, 0.750111, -0.947768, 0.197657, 0.707191, -0.935808, 0.228617, -0.035038, 0.098840, -0.063802, -0.088380, -0.047266, 1.000000, 0.100226
0.002750, 0.760406, -0.942641, 0.182236, 0.717535, -0.934012, 0.216478, -0.036487, 0.099033, -0.062546, -0.088330, -0.047240, 1.000000, 0.100169
0.002800, 0.770513, -0.937282, 0.166769, 0.727770, -0.931897, 0.204127, -0.037931, 0.099120, -0.061189, -0.088223, -0.047137, 1.000000, 0.100026
0.002850, 0.780430, -0.931691, 0.151261, 0.737895, -0.929517, 0.191621, -0.039366, 0.099104, -0.059738, -0.088062, -0.046958, 1.000000, 0.099799
0.002900, 0.790155, -0.925871, 0.135716, 0.747908, -0.926911, 0.179003, -0.040790, 0.098986, -0.058195, -0.087851, -0.046705, 1.000000, 0.099495
0.002950, 0.799685, -0.919821, 0.120137, 0.757803, -0.924108, 0.166305, -0.042202, 0.098766, -0.056564, -0.087594, -0.046377, 1.000000, 0.099114
0.003000, 0.809017, -0.913545, 0.104528, 0.767575, -0.921122, 0.153548, -0.043598, 0.098444, -0.054846, -0.087291, -0.045974, 1.000000, 0.098658
0.003050, 0.818150, -0.907044, 0.088894, 0.777219, -0.917959, 0.140741, -0.044975, 0.098018, -0.053042, -0.086945, -0.045493, 1.000000, 0.098128
0.003100, 0.827081, -0.900319, 0.073238, 0.786728, -0.914613, 0.127885, -0.046333, 0.097486, -0.051153, -0.086557, -0.044935, 1.000000, 0.097526
0.003150, 0.835807, -0.893371, 0.057564, 0.796095, -0.911071, 0.114976, -0.047668, 0.096849, -0.049181, -0.086130, -0.044296, 1.000000, 0.096853
0.003200, 0.844328, -0.886204, 0.041876, 0.805315, -0.907317, 0.102002, -0.048979, 0.096105, -0.047125, -0.085664, -0.043576, 1.000000, 0.096111
0.003250, 0.852640, -0.878817, 0.026177, 0.814381, -0.903331, 0.088950, -0.050265, 0.095254, -0.044989, -0.085164, -0.042775, 1.000000, 0.095303
0.003300, 0.860742, -0.871214, 0.010472, 0.823288, -0.899093, 0.075806, -0.051523, 0.094298, -0.042775, -0.084633, -0.041891, 1.000000, 0.094433
0.003350, 0.868632, -0.863396, -0.005236, 0.832030, -0.894585, 0.062556, -0.052751, 0.093236, -0.040485, -0.084073, -0.040926, 1.000000, 0.093505
0.003400, 0.876307, -0.855364, -0.020942, 0.840603, -0.889791, 0.049188, -0.053949, 0.092072, -0.038123, -0.083489, -0.039880, 1.000000, 0.092525
0.003450, 0.883766, -0.847122, -0.036644, 0.849004, -0.884698, 0.035694, -0.055115, 0.090808, -0.035693, -0.082884, -0.038756, 1.000000, 0.091498
0.003500, 0.891007, -0.838671, -0.052336, 0.857228, -0.879296, 0.022068, -0.056248, 0.089447, -0.033198, -0.082264, -0.037555, 1.000000, 0.090431
0.003550, 0.898028, -0.830012, -0.068015, 0.865272, -0.873579, 0.008307, -0.057347, 0.087992, -0.030645, -0.081632, -0.036281, 1.000000, 0.089332
0.003600, 0.904827, -0.821149, -0.083678, 0.873134, -0.867544, -0.005589, -0.058409, 0.086446, -0.028037, -0.080993, -0.034937, 1.000000, 0.088207
0.003650, 0.911403, -0.812084, -0.099320, 0.880810, -0.861192, -0.019618, -0.059435, 0.084814, -0.025379, -0.080350, -0.033525, 1.000000, 0.087064
0.003700, 0.917755, -0.802817, -0.114937, 0.888298, -0.854525, -0.033773, -0.060423, 0.083100, -0.022677, -0.079707, -0.032050, 1.000000, 0.085910
0.003750, 0.923880, -0.793353, -0.130526, 0.895596, -0.847546, -0.048050, -0.061372, 0.081306, -0.019934, -0.079069, -0.030516, 1.000000, 0.084753
0.003800, 0.929776, -0.783693, -0.146083, 0.902700, -0.840261, -0.062439, -0.062281, 0.079438, -0.017157, -0.078437, -0.028926, 1.000000, 0.083601
0.003850, 0.935444, -0.773840, -0.161604, 0.909608, -0.832676, -0.076933, -0.063148, 0.077497, -0.014349, -0.077816, -0.027283, 1.000000, 0.082460
0.003900, 0.940881, -0.763796, -0.177085, 0.916317, -0.824794, -0.091522, -0.063974, 0.075489, -0.011515, -0.077208, -0.025592, 1.000000, 0.081338
0.003950, 0.946085, -0.753563, -0.192522, 0.922823, -0.816623, -0.106200, -0.064757, 0.073416, -0.008660, -0.076615, -0.023856, 1.000000, 0.080243
0.004000, 0.951057, -0.743145, -0.207912, 0.929124, -0.808166, -0.120958, -0.065496, 0.071282, -0.005787, -0.076040, -0.022079, 1.000000, 0.079181
0.004050, 0.955793, -0.732543, -0.223250, 0.935216, -0.799428, -0.135788, -0.066190, 0.069090, -0.002900, -0.075485, -0.020264, 1.000000, 0.078158
0.004100, 0.960294, -0.721760, -0.238533, 0.941096, -0.790411, -0.150685, -0.066839, 0.066843, -0.000004, -0.074953, -0.018415, 1.000000, 0.077182
0.004150, 0.964557, -0.710799, -0.253758, 0.946760, -0.781118, -0.165642, -0.067442, 0.064545, 0.002897, -0.074444, -0.016535, 1.000000, 0.076258
0.004200, 0.968583, -0.699663, -0.268920, 0.952205, -0.771552, -0.180653, -0.067999, 0.062198, 0.005800, -0.073960, -0.014628, 1.000000, 0.075393
0.004250, 0.972370, -0.688355, -0.284015, 0.957428, -0.761715, -0.195714, -0.068508, 0.059806, 0.008702, -0.073503, -0.012697, 1.000000, 0.074592
0.004300, 0.975917, -0.676876, -0.299041, 0.962426, -0.751606, -0.210819, -0.068970, 0.057372, 0.011598, -0.073074, -0.010746, 1.000000, 0.073860
0.004350, 0.979223, -0.665230, -0.313992, 0.967194, -0.741229, -0.225965, -0.069384, 0.054900, 0.014485, -0.072675, -0.008779, 1.000000, 0.073203
0.004400, 0.982287, -0.653421, -0.328867, 0.971731, -0.730584, -0.241147, -0.069751, 0.052392, 0.017359, -0.072305, -0.006798, 1.000000, 0.072624
0.004450, 0.985109, -0.641450, -0.343660, 0.976033, -0.719673, -0.256361, -0.070068, 0.049852, 0.020216, -0.071967, -0.004809, 1.000000, 0.072127
0.004500, 0.987688, -0.629320, -0.358368, 0.980098, -0.708497, -0.271601, -0.070338, 0.047283, 0.023054, -0.071660, -0.002813, 1.000000, 0.071715
0.004550, 0.990024, -0.617036, -0.372988, 0.983922, -0.697060, -0.286863, -0.070559, 0.044690, 0.025869, -0.071386, -0.000816, 1.000000, 0.071391
0.004600, 0.992115, -0.604599, -0.387516, 0.987504, -0.685362, -0.302142, -0.070731, 0.042074, 0.028657, -0.071144, 0.001180, 1.000000, 0.071154
0.004650, 0.993961, -0.592013, -0.401948, 0.990841, -0.673409, -0.317432, -0.070855, 0.039440, 0.031415, -0.070936, 0.003170, 1.000000, 0.071006
0.004700, 0.995562, -0.579281, -0.416281, 0.993930, -0.661201, -0.332729, -0.070931, 0.036791, 0.034140, -0.070760, 0.005151, 1.000000, 0.070947
0.004750, 0.996917, -0.566406, -0.430511, 0.996769, -0.648744, -0.348025, -0.070958, 0.034131, 0.036827, -0.070617, 0.007119, 1.000000, 0.070975
0.004800, 0.998027, -0.553392, -0.444635, 0.999357, -0.636041, -0.363316, -0.070937, 0.031462, 0.039475, -0.070507, 0.009071, 1.000000, 0.071088
0.004850, 0.998890, -0.540240, -0.458650, 1.001691, -0.623096, -0.378595, -0.070869, 0.028789, 0.042080, -0.070429, 0.011004, 1.000000, 0.071283
0.004900, 0.999507, -0.526956, -0.472551, 1.003769, -0.609914, -0.393855, -0.070754, 0.026114, 0.044639, -0.070383, 0.012912, 1.000000, 0.071557
0.004950, 0.999877, -0.513541, -0.486335, 1.005590, -0.596500, -0.409090, -0.070591, 0.023442, 0.047149, -0.070367, 0.014795, 1.000000, 0.071906
0.005000, 1.000000, -0.500000, -0.500000, 1.007152, -0.582858, -0.424293, -0.070382, 0.020774, 0.049608, -0.070382, 0.016647, 1.000000, 0.072324
0.005050, 0.999877, -0.486335, -0.513541, 1.008452, -0.568993, -0.439459, -0.070127, 0.018115, 0.052012, -0.070426, 0.018467, 1.000000, 0.072807
0.005100, 0.999507, -0.472551, -0.526956, 1.009490, -0.554911, -0.454579, -0.069827, 0.015467, 0.054359, -0.070497, 0.020250, 1.000000, 0.073348
0.005150, 0.998890, -0.458650, -0.540240, 1.010263, -0.540615, -0.469648, -0.069481, 0.012834, 0.056647, -0.070596, 0.021995, 1.000000, 0.073943
0.005200, 0.998027, -0.444635, -0.553392, 1.010772, -0.526112, -0.484660, -0.069092, 0.010218, 0.058873, -0.070719, 0.023697, 1.000000, 0.074584
0.005250, 0.996917, -0.430511, -0.566406, 1.011013, -0.511407, -0.499606, -0.068659, 0.007623, 0.061036, -0.070867, 0.025356, 1.000000, 0.075266
0.005300, 0.995562, -0.416281, -0.579281, 1.010986, -0.496504, -0.514482, -0.068183, 0.005051, 0.063132, -0.071036, 0.026967, 1.000000, 0.075983
0.005350, 0.993961, -0.401948, -0.592013, 1.010690, -0.481410, -0.529280, -0.067665, 0.002506, 0.065159, -0.071226, 0.028529, 1.000000, 0.076727
0.005400, 0.992115, -0.387516, -0.604599, 1.010123, -0.466129, -0.543994, -0.067106, -0.000011, 0.067117, -0.071435, 0.030040, 1.000000, 0.077494
0.005450, 0.990024, -0.372988, -0.617036, 1.009286, -0.450668, -0.558618, -0.066507, -0.002496, 0.069003, -0.071660, 0.031497, 1.000000, 0.078277
0.005500, 0.987688, -0.358368, -0.629320, 1.008176, -0.435031, -0.573145, -0.065869, -0.004946, 0.070815, -0.071900, 0.032898, 1.000000, 0.079069
0.005550, 0.985109, -0.343660, -0.641450, 1.006794, -0.419224, -0.587569, -0.065192, -0.007360, 0.072552, -0.072153, 0.034241, 1.000000, 0.079866
0.005600, 0.982287, -0.328867, -0.653421, 1.005138, -0.403254, -0.601884, -0.064478, -0.009734, 0.074212, -0.072417, 0.035526, 1.000000, 0.080662
0.005650, 0.979223, -0.313992, -0.665230, 1.003208, -0.387126, -0.616082, -0.063727, -0.012066, 0.075794, -0.072690, 0.036749, 1.000000, 0.081451
0.005700, 0.975917, -0.299041, -0.676876, 1.001005, -0.370846, -0.630159, -0.062941, -0.014354, 0.077296, -0.072969, 0.037910, 1.000000, 0.082229
0.005750, 0.972370, -0.284015, -0.688355, 0.998527, -0.354420, -0.644107, -0.062122, -0.016596, 0.078718, -0.073251, 0.039007, 1.000000, 0.082990
0.005800, 0.968583, -0.268920, -0.699663, 0.995774, -0.337854, -0.657920, -0.061269, -0.018789, 0.080058, -0.073536, 0.040040, 1.000000, 0.083730
0.005850, 0.964557, -0.253758, -0.710799, 0.992747, -0.321155, -0.671593, -0.060384, -0.020932, 0.081315, -0.073821, 0.041006, 1.000000, 0.084445
0.005900, 0.960294, -0.238533, -0.721760, 0.989446, -0.304328, -0.685118, -0.059468, -0.023021, 0.082489, -0.074102, 0.041907, 1.000000, 0.085131
0.005950, 0.955793, -0.223250, -0.732543, 0.985871, -0.287381, -0.698490, -0.058523, -0.025056, 0.083579, -0.074378, 0.042740, 1.000000, 0.085784
0.006000, 0.951057, -0.207912, -0.743145, 0.982021, -0.270319, -0.711702, -0.057550, -0.027034, 0.084584, -0.074647, 0.043505, 1.000000, 0.086400
0.006050, 0.946085, -0.192522, -0.753563, 0.977899, -0.253150, -0.724749, -0.056550, -0.028954, 0.085504, -0.074906, 0.044202, 1.000000, 0.086976
0.006100, 0.940881, -0.177085, -0.763796, 0.973503, -0.235879, -0.737625, -0.055524, -0.030814, 0.086338, -0.075153, 0.044831, 1.000000, 0.087509
0.006150, 0.935444, -0.161604, -0.773840, 0.968836, -0.218513, -0.750323, -0.054474, -0.032612, 0.087086, -0.075385, 0.045391, 1.000000, 0.087996
0.006200, 0.929776, -0.146083, -0.783693, 0.963897, -0.201059, -0.762838, -0.053401, -0.034347, 0.087748, -0.075600, 0.045883, 1.000000, 0.088435
0.006250, 0.923880, -0.130526, -0.793353, 0.958688, -0.183524, -0.775163, -0.052306, -0.036017, 0.088323, -0.075796, 0.046307, 1.000000, 0.088823
0.006300, 0.917755, -0.114937, -0.802817, 0.953209, -0.165915, -0.787294, -0.051191, -0.037622, 0.088813, -0.075971, 0.046663, 1.000000, 0.089158
0.006350, 0.911403, -0.099320, -0.812084, 0.947462, -0.148237, -0.799225, -0.050056, -0.039160, 0.089216, -0.076122, 0.046952, 1.000000, 0.089438
0.006400, 0.904827, -0.083678, -0.821149, 0.941448, -0.130498, -0.810949, -0.048904, -0.040629, 0.089534, -0.076247, 0.047175, 1.000000, 0.089661
0.006450, 0.898028, -0.068015, -0.830012, 0.935168, -0.112705, -0.822463, -0.047736, -0.042030, 0.089766, -0.076344, 0.047332, 1.000000, 0.089826
0.006500, 0.891007, -0.052336, -0.838671, 0.928624, -0.094864, -0.833759, -0.046553, -0.043360, 0.089913, -0.076411, 0.047424, 1.000000, 0.089932
0.006550, 0.883766, -0.036644, -0.847122, 0.921816, -0.076983, -0.844834, -0.045356, -0.044619, 0.089975, -0.076446, 0.047452, 1.000000, 0.089976
0.006600, 0.876307, -0.020942, -0.855364, 0.914748, -0.059067, -0.855682, -0.044148, -0.045806, 0.089954, -0.076447, 0.047418, 1.000000, 0.089959
0.006650, 0.868632, -0.005236, -0.863396, 0.907421, -0.041123, -0.866297, -0.042928, -0.046921, 0.089849, -0.076412, 0.047322, 1.000000, 0.089879
0.006700, 0.860742, 0.010472, -0.871214, 0.899836, -0.023160, -0.876676, -0.041699, -0.047963, 0.089663, -0.076340, 0.047166, 1.000000, 0.089736
0.006750, 0.852640, 0.026177, -0.878817, 0.891996, -0.005182, -0.886814, -0.040463, -0.048932, 0.089395, -0.076228, 0.046952, 1.000000, 0.089528
0.006800, 0.844328, 0.041876, -0.886204, 0.883902, 0.012803, -0.896705, -0.039220, -0.049827, 0.089046, -0.076076, 0.046682, 1.000000, 0.089256
0.006850, 0.835807, 0.057564, -0.893371, 0.875557, 0.030788, -0.906345, -0.037971, -0.050647, 0.088618, -0.075881, 0.046356, 1.000000, 0.088920
0.006900, 0.827081, 0.073238, -0.900319, 0.866963, 0.048767, -0.915729, -0.036719, -0.051394, 0.088113, -0.075642, 0.045977, 1.000000, 0.088519
0.006950, 0.818150, 0.088894, -0.907044, 0.858122, 0.066732, -0.924855, -0.035464, -0.052066, 0.087530, -0.075358, 0.045547, 1.000000, 0.088053
0.007000, 0.809017, 0.104528, -0.913545, 0.849038, 0.084678, -0.933716, -0.034209, -0.052663, 0.086872, -0.075028, 0.045068, 1.000000, 0.087523
0.007050, 0.799685, 0.120137, -0.919821, 0.839712, 0.102598, -0.942310, -0.032953, -0.053186, 0.086140, -0.074650, 0.044541, 1.000000, 0.086928
0.007100, 0.790155, 0.135716, -0.925871, 0.830147, 0.120485, -0.950632, -0.031699, -0.053635, 0.085335, -0.074224, 0.043969, 1.000000, 0.086269
0.007150, 0.780430, 0.151261, -0.931691, 0.820346, 0.138332, -0.958678, -0.030448, -0.054011, 0.084459, -0.073748, 0.043354, 1.000000, 0.085547
0.007200, 0.770513, 0.166769, -0.937282, 0.810313, 0.156133, -0.966446, -0.029201, -0.054312, 0.083513, -0.073222, 0.042699, 1.000000, 0.084763
0.007250, 0.760406, 0.182236, -0.942641, 0.800049, 0.173882, -0.973931, -0.027960, -0.054540, 0.082500, -0.072646, 0.042005, 1.000000, 0.083916
0.007300, 0.750111, 0.197657, -0.947768, 0.789557, 0.191572, -0.981130, -0.026726, -0.054696, 0.081421, -0.072018, 0.041275, 1.000000, 0.083007
0.007350, 0.739631, 0.213030, -0.952661, 0.778842, 0.209197, -0.988040, -0.025499, -0.054779, 0.080278, -0.071338, 0.040512, 1.000000, 0.082039
0.007400, 0.728969, 0.228351, -0.957319, 0.767906, 0.226751, -0.994657, -0.024282, -0.054791, 0.079073, -0.070607, 0.039718, 1.000000, 0.081011
0.007450, 0.718126, 0.243615, -0.961741, 0.756753, 0.244227, -1.000980, -0.023075, -0.054733, 0.077807, -0.069823, 0.038894, 1.000000, 0.079925
0.007500, 0.707107, 0.258819, -0.965926, 0.745386, 0.261619, -1.007005, -0.021879, -0.054604, 0.076483, -0.068987, 0.038045, 1.000000, 0.078782
0.007550, 0.695913, 0.273959, -0.969872, 0.733808, 0.278921, -1.012729, -0.020697, -0.054406, 0.075103, -0.068099, 0.037172, 1.000000, 0.077583
0.007600, 0.684547, 0.289032, -0.973579, 0.722023, 0.296128, -1.018150, -0.019528, -0.054140, 0.073668, -0.067158, 0.036278, 1.000000, 0.076330
0.007650, 0.673013, 0.304033, -0.977046, 0.710034, 0.313232, -1.023267, -0.018374, -0.053807, 0.072181, -0.066166, 0.035365, 1.000000, 0.075024
0.007700, 0.661312, 0.318959, -0.980271, 0.697846, 0.330229, -1.028075, -0.017236, -0.053408, 0.070645, -0.065123, 0.034435, 1.000000, 0.073667
0.007750, 0.649448, 0.333807, -0.983255, 0.685462, 0.347112, -1.032574, -0.016115, -0.052945, 0.069060, -0.064029, 0.033493, 1.000000, 0.072259
0.007800, 0.637424, 0.348572, -0.985996, 0.672886, 0.363876, -1.036762, -0.015013, -0.052417, 0.067430, -0.062884, 0.032538, 1.000000, 0.070804
0.007850, 0.625243, 0.363251, -0.988494, 0.660122, 0.380516, -1.040637, -0.013929, -0.051828, 0.065757, -0.061690, 0.031576, 1.000000, 0.069302
0.007900, 0.612907, 0.377841, -0.990748, 0.647173, 0.397025, -1.044198, -0.012865, -0.051177, 0.064043, -0.060448, 0.030606, 1.000000, 0.067755
0.007950, 0.600420, 0.392337, -0.992757, 0.634044, 0.413398, -1.047442, -0.011823, -0.050467, 0.062290, -0.059158, 0.029633, 1.000000, 0.066165
0.008000, 0.587785, 0.406737, -0.994522, 0.620739, 0.429630, -1.050370, -0.010802, -0.049699, 0.060500, -0.057822, 0.028658, 1.000000, 0.064534
0.008050, 0.575005, 0.421036, -0.996041, 0.607262, 0.445716, -1.052979, -0.009803, -0.048874, 0.058677, -0.056440, 0.027684, 1.000000, 0.062864
0.008100, 0.562083, 0.435231, -0.997314, 0.593617, 0.461651, -1.055268, -0.008828, -0.047994, 0.056823, -0.055014, 0.026713, 1.000000, 0.061157
0.008150, 0.549023, 0.449319, -0.998342, 0.579809, 0.477429, -1.057238, -0.007878, -0.047061, 0.054939, -0.053545, 0.025747, 1.000000, 0.059414
0.008200, 0.535827, 0.463296, -0.999123, 0.565842, 0.493045, -1.058887, -0.006952, -0.046076, 0.053028, -0.052036, 0.024789, 1.000000, 0.057639
0.008250, 0.522499, 0.477159, -0.999657, 0.551720, 0.508496, -1.060216, -0.006052, -0.045041, 0.051093, -0.050486, 0.023840, 1.000000, 0.055832
0.008300, 0.509041, 0.490904, -0.999945, 0.537448, 0.523775, -1.061222, -0.005178, -0.043958, 0.049136, -0.048899, 0.022902, 1.000000, 0.053997
0.008350, 0.495459, 0.504528, -0.999986, 0.523029, 0.538878, -1.061907, -0.004332, -0.042828, 0.047160, -0.047275, 0.021978, 1.000000, 0.052134
